USD;2010-01-27;6,981669784
USD;2010-07-26;1,038730025
USD;2010-01-11;3,605659604
USD;2010-07-29;1,972955763
USD;2010-01-22;5,248682439
USD;2010-06-24;5,758671999
USD;2010-05-31;5,378465533
USD;2010-01-04;7,81613189
USD;2010-11-12;1,136606514
USD;2010-02-04;2,387845516
USD;2010-04-05;6,59812963
USD;2010-07-12;1,521811008
USD;2010-04-15;7,781497836
USD;2010-03-04;3,411829233
USD;2010-02-16;3,120121956
USD;2010-08-26;6,960868657
USD;2010-02-22;3,967753172
USD;2010-10-04;4,39068675
USD;2010-03-29;6,962792933
USD;2010-06-23;4,853571594
USD;2010-07-09;3,239247262
USD;2010-11-02;4,940735638
USD;2010-06-17;7,050729692
USD;2010-08-31;4,583818674
USD;2010-05-24;1,652955115
USD;2010-06-29;7,414039075
USD;2010-05-20;5,63717097
USD;2010-07-22;1,294279099
USD;2010-01-21;4,113391519
USD;2010-01-18;4,985837638
USD;2010-07-13;2,250840962
USD;2010-03-02;7,636434436
USD;2010-03-11;3,335274994
USD;2010-09-30;5,929115653
USD;2010-06-10;1,12395227
USD;2010-10-12;2,568294406
USD;2010-01-07;6,364269972
USD;2010-04-23;1,625581741
USD;2010-05-27;1,528099537
USD;2010-06-09;6,048421204
USD;2010-04-16;4,592263877
USD;2010-06-28;2,714848161
USD;2010-06-08;6,131439209
USD;2010-05-14;1,311295927
USD;2010-11-30;3,883249819
USD;2010-09-21;3,337195098
USD;2010-05-03;1,456645131
USD;2010-05-17;4,185059547
USD;2010-05-10;2,586003006
USD;2010-11-04;1,740750015
USD;2010-04-14;4,347631276
USD;2010-05-07;5,900446773
USD;2010-09-29;6,144291222
USD;2010-01-20;7,692322314
USD;2010-05-04;4,171558321
USD;2010-02-26;4,628811359
USD;2010-01-25;5,709814072
USD;2010-04-08;5,821314871
USD;2010-03-31;7,692683637
USD;2010-10-07;1,676300943
USD;2010-08-11;4,69044745
USD;2010-09-22;4,975770235
USD;2010-03-26;7,12262845
USD;2010-02-23;1,077321112
USD;2010-07-21;6,957506597
USD;2010-06-16;1,886895299
USD;2010-03-25;1,509596527
USD;2010-01-12;6,330960214
USD;2010-01-14;2,841882527
USD;2010-01-28;4,178759754
USD;2010-05-26;4,782072961
USD;2010-11-26;3,398978889
USD;2010-11-09;4,688765168
USD;2010-09-20;6,83038795
USD;2010-02-18;6,711550117
USD;2010-04-22;3,228582799
USD;2010-07-23;1,651698411
USD;2010-08-05;6,552878261
USD;2010-11-25;2,660379291
USD;2010-08-13;2,440426826
USD;2010-11-01;1,639176846
USD;2010-01-19;5,286678553
USD;2010-10-21;2,570411026
USD;2010-11-11;6,636223793
USD;2010-08-09;6,060214281
USD;2010-10-20;6,465906143
USD;2010-09-16;6,245196819
USD;2010-10-08;2,191118717
USD;2010-08-12;6,094663084
USD;2010-11-29;7,135145426
USD;2010-09-06;4,83285141
USD;2010-09-02;2,846246362
USD;2010-02-08;5,993132472
USD;2010-02-02;3,041701436
USD;2010-06-01;2,190032661
USD;2010-09-27;5,446917951
USD;2010-04-27;4,622016311
USD;2010-03-30;5,967018723
USD;2010-10-13;6,286561668
USD;2010-10-18;7,849311471
USD;2010-09-07;1,877778351
USD;2010-02-11;4,905749857
USD;2010-07-20;7,353679299
USD;2010-08-27;7,803113818
USD;2010-10-11;5,301511586
USD;2010-09-17;4,343378842
USD;2010-07-15;6,775838554
USD;2010-03-12;6,064172149
USD;2010-03-24;1,588024974
USD;2010-03-19;5,628080308
USD;2010-10-22;4,981810927
USD;2010-02-12;7,257288575
USD;2010-07-28;7,750262976
USD;2010-05-28;2,327678502
USD;2010-06-11;4,730427921
USD;2010-09-13;5,027618468
USD;2010-08-02;1,359344423
USD;2010-08-25;2,836567402
USD;2010-07-30;5,757331014
USD;2010-11-03;2,700426936
USD;2010-01-06;2,169120967
USD;2010-05-13;3,796621919
USD;2010-11-05;2,724089861
USD;2010-08-30;1,943431556
USD;2010-03-10;5,057956696
USD;2010-10-27;3,873052657
USD;2010-10-05;6,111254752
USD;2010-08-24;4,172739923
USD;2010-10-14;4,638412714
USD;2010-08-03;3,750386715
USD;2010-07-14;5,896087527
USD;2010-07-07;1,915991843
USD;2010-09-14;1,036702275
USD;2010-03-01;5,466949284
USD;2010-10-06;4,163723111
USD;2010-03-16;3,350335836
USD;2010-01-26;4,537905991
USD;2010-10-28;3,693759084
USD;2010-05-12;2,896544993
USD;2010-03-09;5,81687969
USD;2010-11-18;1,730980933
USD;2010-01-05;7,0659374
USD;2010-04-06;2,724888027
USD;2010-03-03;2,388782203
USD;2010-07-08;7,862793088
USD;2010-06-03;6,018358767
USD;2010-08-10;1,769176066
USD;2010-03-22;7,473475933
USD;2010-09-15;2,191152513
USD;2010-07-27;2,812266529
USD;2010-06-14;2,474294424
USD;2010-01-08;2,077223837
USD;2010-08-19;4,256197691
USD;2010-06-15;2,365314543
USD;2010-06-30;5,304564476
USD;2010-05-21;2,399573088
USD;2010-10-26;2,823928595
USD;2010-11-17;4,287626982
USD;2010-11-15;5,051779151
USD;2010-07-16;6,752613306
USD;2010-01-13;7,285734653
USD;2010-04-21;2,025039315
USD;2010-11-24;7,116519749
USD;2010-09-09;3,999329746
USD;2010-09-24;4,692169785
USD;2010-04-13;6,136682987
USD;2010-02-17;6,134130776
USD;2010-03-08;2,251466393
USD;2010-05-25;6,833543897
USD;2010-06-22;3,399147868
USD;2010-08-17;6,391168952
USD;2010-03-05;7,314917147
